Ref_Num,Paper_Authors,Variable_Number,PD_Species,Bird_Species,Bird_Category,Country,State_Province,Loc_Name,Tribal_Land,Habitat_Type,Habitat_Type_1,Habitat_Type_2,Habitat_Type_3,Habitat_Type_4,Lat,Long,Ref_Num_BCR,BCR,BCRNAME,Start_Year,End_Year,Study_Duration,Season,Months,Sampling_Period,Sampling_Period_1,Sampling_Period_2,Sampling_Period_3,Sampling_Period_4,Patch_Size_ha,Grazing_Regime,Fire_Regime,Mean_PD_Size,Total_PD_Size,Min_PD_Size,Max_PD_Size,Effect_Type,Survey_Type,Sampling_Scheme,Abundance_Variable,Abundance_Units,Abundance_Test,Alpha_Variable,Alpha_Units,Alpha_Test,Beta_Variable,Beta_Units,Beta_Test,Demo_Variable_1,Demo_Units_1,Demo_Test_1,Demo_Variable_2,Demo_Units_2,Demo_Test_2,Diet_Variable_1,Diet_Units_1,Diet_Test_1,Diet_Variable_2,Diet_Units_2,Diet_Test_2,Summary_Data,Sample_Size_Count,Sample_Size_Units,Variance,Effect_Size,Data_Text,Data_Figures,Data_Availability,Conclusions,Evidence_Strength,Hypothesis_1,Hypothesis_2,Hypothesis_3,Descriptive_only
266,Blair and Schitosky,1,BTPD,FEHA,Raptor,USA,SD,South Dakota (NW),No,Mixed-grass Prairie,Mixed-grass Prairie,NA,NA,NA,45.613625,-103.693847,266,17,BADLANDS AND PRAIRIES,1976,1977,2,Spring/Summer,Mar-July,Breeding Season,Breeding Season,NA,NA,NA,"700,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Diet analysis,Prey remains collected from nests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frequency,%,NA,NA,NA,NA,Reported,690,prey items,Not calculating,Not calculating,Yes,No,Not mentioned,FEHA primarily fed on ground squirrels and only consumed a few prairie dogs while nesting in this study. ,Weak,NA,NA,Does not support,Yes
267,Keough and Conover,1,WTPD,FEHA,Raptor,USA,UT,Uintah Basin,No,"Sagebrush Steppe, Pinyon-Juniper Woodland",Sagebrush Steppe,Pinyon-Juniper Woodland,NA,NA,40.285352,-109.331256,267,16,SOUTHERN ROCKIES/COLORADO PLATEAU,2002,2004,3,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"236,500",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest occupancy,Binary,Discriminant function analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,31,FEHA nests,Not calculating,Not calculating,Yes,No,Not mentioned,Areas with high concentrations of WTPD and lagomorphs was consistently an informative predictor for nest occupancy,Moderate,NA,NA,Supports,No
268,Mollhagen et al,1,"BTPD, GUPD",GOEA,Raptor,USA,"TX, NM",Texas and New Mexico,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,32.159782,-105.279587,268,35,CHIHUAHUAN DESERT,1968,1968,1,Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,Multi-state,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Diet analysis,Prey remains collected from nests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,41,GOEA nests,Not calculating,Not calculating,Yes,No,Not mentioned,"BTPD and GUPD comprised a smaller but important portion of the diet for GOEA compared to lagomorphs. However, sites varied in their availability of prairie dogs as prey, including one site that lacked them completely and others that had lower abundances/further colonies.",Weak,NA,NA,Supports,Yes
269,Roth and Marzluff,1,BTPD,FEHA,Raptor,USA,KS,Kansas (NW),No,Mixed-grass Prairie,Mixed-grass Prairie,NA,NA,NA,38.806744,-100.917327,269,19,CENTRAL MIXED GRASS PRAIRIE,1979,1987,9,Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,181,FEHA nests,Not calculating,Not calculating,Yes,No,Not mentioned,"81% of FEHA nests were within 8 km of a BTPD town. However, FEHA selected for inaccessible nest sites and productivity was not influenced by BTPDs",Weak,NA,NA,Equivocal,No
270,Schmutz and Fyfe,1,BTPD,FEHA,Raptor,USA,"TX, NM",Regionwide (NA),No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,32.893516,-102.61426,270,18,SHORTGRASS PRAIRIE,1985,1985,1,Winter,Nov,Nonbreeding Season,Nonbreeding Season,NA,NA,NA,"139,200",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Transect,Road-based transect surveys,Relative density,hawks/100 km,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reported,72,FEHA observations,Not calculating,Not calculating,Yes,No,Not mentioned,A high proportion of wintering FEHA were observed on/near prairie dog towns,Weak,NA,NA,Supports,Yes
271,Merriman,2,BTPD,BUOW,BUOW,USA,"TX, NM","Lubbock, Melrose Range",No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,33.888,-102.8138,271,18,SHORTGRASS PRAIRIE,2002,2002,1,Year-round,Year-round,Year-round,Breeding Season,Nonbreeding Season,Postbreeding Migration,Prebreeding Migration,Multiple locations,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Point count,Comparison counts on vs. off PD colonies,Relative abundance,birds/site,one-way anova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,Not clear,BUOW observations,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW were more abundant at colony plots than non-colony plots in winter,Moderate,Supports,NA,NA,No
271,Merriman,3,BTPD,CAEG,General,USA,"TX, NM","Lubbock, Melrose Range",No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,33.888,-102.8138,271,18,SHORTGRASS PRAIRIE,2002,2002,1,Year-round,Year-round,Year-round,Breeding Season,Nonbreeding Season,Postbreeding Migration,Prebreeding Migration,Multiple locations,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Point count,Comparison counts on vs. off PD colonies,Relative abundance,birds/site,one-way anova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,Not clear,CAEG observations,Not calculating,Not calculating,Yes,No,Not mentioned,"CAEG were more common at colony sites, presumably to forage on grasshoppers",Moderate,Supports,NA,NA,No
271,Merriman,1,BTPD,"NOHA, SWHA, RTHA, FEHA, AMKE",Raptor,USA,"TX, NM","Lubbock, Melrose Range",No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,33.888,-102.8138,271,18,SHORTGRASS PRAIRIE,2002,2002,1,Year-round,Year-round,Year-round,Breeding Season,Nonbreeding Season,Postbreeding Migration,Prebreeding Migration,Multiple locations,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Point count,Comparison counts on vs. off PD colonies,Relative abundance,birds/site,one-way anova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,Not clear,raptor observations,Not calculating,Not calculating,Yes,No,Not mentioned,"FEHA were more abundant at colony plots than non-colony plots in winter. AMKE and SWHA were more abundant at non-colony plots, then there was no significant difference for the other species.",Moderate,Supports,NA,Equivocal,No
272,Tipton,1,BTPD,"MOPL, BUOW, HOLA, CASP, LASP, LARB, GRSP, WEME",General,USA,CO,Eastern Colorado,No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,40.842603,-104.091521,272,18,SHORTGRASS PRAIRIE,2005,2005,1,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Transect,"Transects on PD town, grassland, and agriculture",Occurrence,Binary,MARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,282,survey plots,Not calculating,Not calculating,Yes,No,Not mentioned,"MOPL, BUOW, and CASP occurrence was positively associated with PD plots. LASP and LARB were associated with grassland and Grasshopper Sparrow with ag.",Strong,Supports,Supports,NA,No
272,Tipton,2,BTPD,"MOPL, BUOW, HOLA, CASP, LASP, LARB, GRSP, WEME",General,USA,CO,Eastern Colorado,No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,40.842603,-104.091521,272,18,SHORTGRASS PRAIRIE,2005,2005,1,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Transect,"Transects on PD town, grassland, and agriculture",Relative abundance,birds/km^2,Royle-Nichols Model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,272,survey plots,Not calculating,Not calculating,Yes,No,Not mentioned,"MOPL, BUOW, LASP, and WEME abundance was positively associated with PD colony plots. HOLA, CASP, and LARB were more abundant on grassland plots.",Strong,Supports,NA,NA,No
273,Ekstein,1,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Mixed-grass Prairie, Shortgrass Prairie",Mixed-grass Prairie,Shortgrass Prairie,NA,NA,42.316848,-103.904049,273,18,SHORTGRASS PRAIRIE,1996,1997,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,3.5,260,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,96,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW selected nests in areas with higher PD density and closer to PD colony edges,Strong,Supports,NA,NA,No
273,Ekstein,2,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Mixed-grass Prairie, Shortgrass Prairie",Mixed-grass Prairie,Shortgrass Prairie,NA,NA,42.316848,-103.904049,273,18,SHORTGRASS PRAIRIE,1996,1997,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,3.5,260,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,Logistic regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,92,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nest success was higher in areas of lower burrow density and further from the colony edge,Strong,Supports,NA,NA,No
273,Ekstein,3,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Mixed-grass Prairie, Shortgrass Prairie",Mixed-grass Prairie,Shortgrass Prairie,NA,NA,42.316848,-103.904049,273,18,SHORTGRASS PRAIRIE,1996,1997,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,3.5,260,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,fledglings/colony,Multiple regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,91,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW productivity was not affected by any variables,Strong,Equivocal,NA,NA,No
274,Pezzolesi,1,BTPD,BUOW,BUOW,USA,CO,Denver,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,39.815274,-104.88255,274,18,SHORTGRASS PRAIRIE,1990,1993,4,Not specified,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"6,900",No grazer,Not specified (presumably suppressed),6.93,626,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,41,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nesting increased with increases in the average area of PD towns. The author credits BTPD reintroduction with benefitting BUOW.,Moderate,Supports,NA,NA,No
274,Pezzolesi,3,BTPD,BUOW,BUOW,USA,CO,Denver,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,39.815274,-104.88255,274,18,SHORTGRASS PRAIRIE,1990,1993,4,Not specified,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"6,900",No grazer,Not specified (presumably suppressed),6.93,626,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,F-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,41,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW selected PD towns that were significantly larger than the mean PD town size. The author credits BTPD reintroduction with benefitting BUOW.,Moderate,Supports,NA,NA,No
274,Pezzolesi,2,BTPD,BUOW,BUOW,USA,CO,Denver,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,39.815274,-104.88255,274,18,SHORTGRASS PRAIRIE,1990,1993,4,Not specified,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"6,900",No grazer,Not specified (presumably suppressed),6.93,626,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,41,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW nest success increased with increasing area of BTPDs, but this was not statistically significant.",Moderate,Equivocal,NA,NA,No
275,Butts and Lewis,1,BTPD,BUOW,BUOW,USA,OK,OK Panhandle,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,36.856903,-100.469751,275,19,CENTRAL MIXED GRASS PRAIRIE,1970,1971,2,Spring-Early Fall,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"13,986",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Area search survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,BUOW,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW preferentially nested in prairie dog towns, despite their remnant state in this area. The authors describe several life history requirements of BUOW that are best satisfied by PDs",Weak,Supports,NA,NA,Yes
276,Kristy Bly,1,BTPD,BUOW,BUOW,USA,SD,Bad River Ranch,No,Mixed-grass Prairie,Mixed-grass Prairie,NA,NA,NA,44.28384,-100.589333,276,17,BADLANDS AND PRAIRIES,2005,2006,2,Spring-Early Fall,May-Sep,Breeding Season,Breeding Season,NA,NA,NA,"57,000",Bison,Not specified (presumably suppressed),36,813,2.55,145.32,Nesting,Nest searching,"Nest searching on colonies divided into small, medium, and large",NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest density,nests/ha,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,222,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nests increased with colony size even as density decreased,Strong,Supports,NA,NA,No
276,Kristy Bly,2,BTPD,BUOW,BUOW,USA,SD,Bad River Ranch,No,Mixed-grass Prairie,Mixed-grass Prairie,NA,NA,NA,44.28384,-100.589333,276,17,BADLANDS AND PRAIRIES,2005,2006,2,Spring-Early Fall,May-Sep,Breeding Season,Breeding Season,NA,NA,NA,"57,000",Bison,Not specified (presumably suppressed),36,813,2.55,145.32,Nesting,Nest searching,"Nest searching on colonies divided into small, medium, and large",NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,fledglings/colony,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,700,BUOW fledglings,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW productivity was postively influenced by colony size and isolation.,Strong,Supports,NA,NA,No
277,Davies and Restani,1,BTPD,BUOW,BUOW,USA,ND,Little Missouri NG,No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,47.09908,-103.539523,277,17,BADLANDS AND PRAIRIES,2003,2004,2,Spring-Early Fall,May-Sep,Breeding Season,Breeding Season,NA,NA,NA,"416,037",Cattle,Not specified (presumably suppressed),24.6,1745,Not specified,Not specified,Survival,Telemetry,Radio-tagging juvenile owls,NA,NA,NA,NA,NA,NA,NA,NA,NA,Juvenile survival,NA,Kaplain-Meier,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,40,tagged BUOW fledglings,Not calculating,Not calculating,Yes,No,Not mentioned,Neither PD town size nor burrow availabiility influenced juvenile survival,Moderate,Equivocal,NA,NA,No
278,Manning and White (2001b),1,WTPD,MOPL,MOPL,USA,UT,Uintah Basin,Yes,Sagebrush Steppe,Sagebrush Steppe,NA,NA,NA,40.028269,-109.915926,278,16,SOUTHERN ROCKIES/COLORADO PLATEAU,1996,1998,2,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,"15,028",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparing nest sites and random sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Stepwise discriminant analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,5,MOPL nests,Not calculating,Not calculating,Yes,No,Not mentioned,MOPL nest sites were significantly closer to WTPD burrows than random sites (8.5 m on average),Moderate,Supports,NA,NA,No
279,Dreitz et al,1,BTPD,MOPL,MOPL,USA,CO,Eastern Colorado,No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,38.568097,-103.367729,279,18,SHORTGRASS PRAIRIE,2004,2006,3,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,Postbreeding Migration,NA,NA,"21,500",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Movement,Telemetry,Radio-tracking of broods,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brood home-range size,ha,Fixed kernel method,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,76,radio-tagged MOPL broods,Not calculating,Not calculating,Yes,No,Not mentioned,"Home range size and movement of broods was similar between habitats, but the authors noted that prairie dog town size affecrted home range size. The authors conclude larger PD complexes are better for brood rearing than isolated PD towns",Moderate,Supports,NA,NA,No
279,Dreitz et al,2,BTPD,MOPL,MOPL,USA,CO,Eastern Colorado,No,"Shortgrass Prairie, Agriculture",Shortgrass Prairie,Agriculture,NA,NA,38.568097,-103.367729,279,18,SHORTGRASS PRAIRIE,2004,2006,3,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,Postbreeding Migration,NA,NA,"21,500",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Movement,Telemetry,Radio-tracking of broods,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brood movement distance,m,Fixed kernel method,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,76,radio-tagged MOPL broods,Not calculating,Not calculating,Yes,No,Not mentioned,"Home range size and movement of broods was similar between habitats, but the authors noted that prairie dog town size affecrted home range size. The authors conclude larger PD complexes are better for brood rearing than isolated PD towns",Moderate,Equivocal,NA,NA,No
280,"Olson, S. L., & Edge, D.",1,BTPD,MOPL,MOPL,USA,MT,Phillips County,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,47.690951,-108.461265,280,11,PRAIRIE POTHOLES,1982,1982,1,Spring/Summer,Apr-Sep,Breeding Season,Breeding Season,NA,NA,NA,"56,000",Cattle,Suppressed,56 ha,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Kruskal-Wallis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,26,MOPL nests,Not calculating,Not calculating,Yes,No,Not mentioned,All MOPL were nesting on PD towns and nest sites were compared to random sites,Moderate,Supports,NA,NA,No
281,Flowers,1,BTPD,MOPL,MOPL,USA,OK,OK Panhandle,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,36.798346,-102.714718,281,18,SHORTGRASS PRAIRIE,1983,1983,1,Spring/Summer,June,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Breeding record,Behaviorial observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breeding record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,2,observations of MOPL with chicks,Not calculating,Not calculating,Yes,No,Not mentioned,First records of MOPL breeding in Cimarron County were on/adjacent to BTPD towns and the author describes the plovers associated with the habitat modifcation of the BTPDs,Weak,Supports,NA,NA,Yes
282,Rojas et al,1,MEPD,MOPL,MOPL,MX,NLE,Northern Mexican Plateau,No,Desert grassland,NA,NA,NA,NA,24.83575,-100.680588,282,35,CHIHUAHUAN DESERT,2004,2004,1,Spring/Summer,July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Breeding record,Behaviorial observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breeding record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,MOPL nest,Not calculating,Not calculating,Yes,No,Not mentioned,First record of MOPL breeding in NLE (and second for MX) was on a MEPD town,Weak,Supports,NA,NA,Yes
283,Parrish et al,1,BTPD,MOPL,MOPL,USA,WY,Powder River Basin,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,44.147952,-105.520948,283,17,BADLANDS AND PRAIRIES,1993,1993,Not specified,Spring/Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparing nest sites & chick sites to random sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Stepwise discriminant analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,MOPL nests,Not calculating,Not calculating,Yes,No,Not mentioned,"The authors describe seeing several adults and adults with chicks on prairie dog towns, but mention that only one nest was found on a prairie dog town. They state that there is not a strong affinity between MOPL and prairie dogs at this site, potentially because BTPD towns were ""small and scattered"" and that there were other forms of habitat available",Weak,Equivocal,NA,NA,Yes
283,Parrish et al,2,BTPD,MOPL,MOPL,USA,WY,Powder River Basin,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,44.147952,-105.520948,283,17,BADLANDS AND PRAIRIES,1993,1993,Not specified,Spring/Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparing nest sites & chick sites to random sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brood site selection,NA,Stepwise discriminant analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,MOPL brood sites,Not calculating,Not calculating,Yes,No,Not mentioned,"The authors describe seeing several adults and adults with chicks on prairie dog towns, but mention that only one nest was found on a prairie dog town. They state that there is not a strong affinity between MOPL and prairie dogs at this site, potentially because BTPD towns were ""small and scattered"" and that there were other forms of habitat available",Weak,Equivocal,NA,NA,Yes
284,Olson-Edge et al,1,BTPD,MOPL,MOPL,USA,MT,Phillips County,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,47.690951,-108.461265,284,11,PRAIRIE POTHOLES,1982,1982,1,Spring/Summer,Apr-Sep,Breeding Season,Breeding Season,NA,NA,NA,"56,000",Cattle,Suppressed,56 ha,Not specified,Not specified,Not specified,Occurrence,Point count,Visual surveys of all potential MOPL habitat,Habitat use,birds/ha,Spearmann Rank Correlation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,,MOPL observations,Not calculating,Not calculating,Yes,No,Not mentioned,98% of all MOPL observations were on prairie dog towns,Strong,Supports,NA,NA,No
285,Olson,1,BTPD,MOPL,MOPL,USA,MT,Phillips County,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,47.690951,-108.461265,285,11,PRAIRIE POTHOLES,1982,1982,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"56,000",Cattle,Suppressed,56 ha,Not specified,Not specified,Not specified,Diet,Arthropod sampling,Arthropod sampling on vs. off PD town,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prey item abundance (beetles and ants),insects/trap,Mann-Whitney U-test,NA,NA,NA,Reported,400,pitfall traps,Not calculating,Not calculating,Yes,No,Not mentioned,Beetles and ants (known MOPL prey) were more numerous on-town than off-town,Moderate,Supports,NA,NA,No
285,Olson,2,BTPD,MOPL,MOPL,USA,MT,Phillips County,No,"Shortgrass Prairie, Mixed-grass Prairie",Shortgrass Prairie,Mixed-grass Prairie,NA,NA,47.690951,-108.461265,285,11,PRAIRIE POTHOLES,1982,1982,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"56,000",Cattle,Suppressed,56 ha,Not specified,Not specified,Not specified,Diet,Arthropod sampling,Arthropod sampling on vs. off PD town,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Insect diversity,families/trap,Mann-Whitney U-test,NA,NA,NA,Reported,400,pitfall traps,Not calculating,Not calculating,Yes,No,Not mentioned,Families/trap was similar on town vs. off town,Moderate,Equivocal,NA,NA,No
